BAD,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
0,265.022103,22,26.48079237,0,0,Other,17800,8642,0,HomeImp,88369,13
0,121.8797027,10,19.14211657,0,0,Other,17800,36902,0,HomeImp,57622,9
0,268.715304,19,24.25197177,0,0,ProfExe,17800,54003,0,DebtCon,116434,18
0,85.85082998,15,32.2942169,0,0,ProfExe,17800,69306,0,HomeImp,94504,7
0,238.1668986,27,20.07933438,0,0,ProfExe,17800,56432,0,DebtCon,157665,20
0,246.7969491,32,32.50901207,0,0,ProfExe,17800,44326,3,DebtCon,79651,4
1,138.0110083,16,38.2892023,2,1,Self,17900,70046,0,DebtCon,135917,1
0,259.963831,34,39.83150056,0,0,ProfExe,17900,37265,0,DebtCon,53214,2
0,113.0588969,19,24.07219136,0,0,Office,17900,62697,0,DebtCon,89848,7
0,162.3895619,19,29.96118901,0,0,Office,17900,72501,3,DebtCon,94488,1
0,250.4871084,24,39.15632328,,0,Other,17900,97335,,,167384,
0,176.8707685,13,26.18976709,3,0,ProfExe,17900,63559,0,HomeImp,81536,13
0,89.43649279,18,27.71065729,0,0,Mgr,17900,66823,0,DebtCon,91680,0
0,79.1215828,9,26.5188307,0,1,,17900,38233,2,DebtCon,63578,6
0,95.68425477,11,38.14282274,,,Office,17900,70444,0,HomeImp,95860,7
1,90.3,5,,1,0,ProfExe,17900,96450,6,HomeImp,135822,6
0,125.858539,16,32.84743505,,,Office,17900,102054,2,DebtCon,143103,5
0,123.0225636,23,39.49148711,2,,Office,17900,56273,1,HomeImp,111507,1
1,117.0897854,31,42.373233,0,0,Mgr,17900,51080,0,HomeImp,92051,10
0,279.0070806,17,36.07297543,0,1,Mgr,17900,46342,1,DebtCon,68029,26
0,288.6555842,47,41.9463752,1,0,Other,17900,110332,1,DebtCon,130756,2
0,83.86164124,17,26.40566665,0,0,Mgr,17900,68779,0,DebtCon,98623,1
1,74.42930759,2,29.97560335,1,0,Other,17900,,1,HomeImp,31953,10
0,206.9666667,13,,0,0,Office,18000,68000,2,DebtCon,98898,10
0,122.0619672,49,30.03372238,0,0,Other,18000,49255,3,DebtCon,61752,8
0,307.2507013,15,41.43939067,0,0,Other,18000,62216,2,DebtCon,85503,3
0,247.9728235,42,40.59168739,,,Mgr,18000,97523,3,DebtCon,130166,5
0,155.8847243,25,23.58566428,0,0,Office,18000,63508,0,DebtCon,94991,1
0,237.1016319,24,36.33819671,0,0,ProfExe,18000,65836,0,HomeImp,100292,22
0,340.460801,17,30.57565003,,,Other,18000,,,DebtCon,53365,
0,84.63934821,16,32.88687523,0,0,ProfExe,18000,72152,0,HomeImp,102671,7
0,150.8023694,21,23.20094121,0,0,ProfExe,18000,88509,1,DebtCon,112933,4
0,293.9804358,16,27.09752347,0,0,Other,18000,84824,0,DebtCon,115146,21
0,180.6,20,,0,0,ProfExe,18000,23252,1,DebtCon,50750,16
0,102.5946739,9,26.35375338,0,0,,18000,46865,2,DebtCon,61266,5
0,219.1666667,24,,0,0,Office,18000,105000,4,DebtCon,172500,6
0,312.5333333,25,,,,Other,18000,23000,,DebtCon,46000,0.2
0,250.5666667,22,,0,0,Office,18000,7051,0,DebtCon,66200,
0,179.5666667,26,,0,0,Mgr,18000,88000,2,DebtCon,131300,14
0,202.9,22,,0,0,ProfExe,18000,124000,0,HomeImp,195000,13
0,308.4666667,20,,1,0,Mgr,18000,94554,1,HomeImp,119000,1
0,272.9333333,17,,0,0,Office,18000,90000,3,DebtCon,120600,25
0,190.8,42,,0,0,ProfExe,18000,45000,1,DebtCon,68500,10
0,108.5333333,16,,0,0,,18000,56000,0,DebtCon,78000,4
1,129.8333333,11,,0,0,ProfExe,18000,62000,1,HomeImp,160800,15
1,109.5666667,33,,0,3,Office,18000,12900,0,HomeImp,21500,5
1,165.3333333,14,,0,0,Other,18000,57988,2,DebtCon,86970,16
1,150.1,20,,0,2,Other,18000,99401,3,DebtCon,140000,8.9
1,112.6333333,5,,0,2,Other,18000,39005,5,DebtCon,60000,10
1,110.6333333,24,,2,3,Other,18000,47000,2,DebtCon,69000,6
0,290.2806482,9,37.16369797,1,,Other,18000,52301,0,DebtCon,79959,1
0,120.1541063,24,37.54773286,2,,Office,18000,55169,0,HomeImp,114786,2
0,126.4264397,30,37.87741107,0,0,ProfExe,18000,100822,0,DebtCon,118817,0
1,62.08860596,4,31.57029892,0,0,Other,18000,48724,0,DebtCon,72654,7
0,,16,30.77816684,0,0,Other,18000,161413,2,DebtCon,196860,7
0,178.661764,26,33.33696079,0,0,Mgr,18000,90275,1,DebtCon,135792,13
0,121.7614658,26,34.02520751,1,2,Other,18000,74162,1,DebtCon,89823,0
1,122.7333333,13,,0,0,Other,18000,114000,2,DebtCon,147140,5
0,191.2820789,42,39.48302397,0,0,ProfExe,18000,50409,0,DebtCon,78404,9
0,189.8742704,42,37.3521051,0,0,ProfExe,18000,54196,1,DebtCon,71412,10
0,244.8818599,14,23.53704523,0,0,Other,18000,41814,0,HomeImp,62845,27
0,182.5978157,9,30.67551037,0,0,Other,18000,,1,,97026,
0,218.0193861,23,40.15214366,0,0,Office,18000,107546,3,DebtCon,176314,6
0,154.4259959,18,33.67802577,0,0,Other,18100,81916,0,DebtCon,104048,0
0,256.2054726,21,27.38411651,0,0,Mgr,18100,144692,0,DebtCon,183630,11
0,52.94238739,9,40.61679727,3,0,Other,18100,53524,1,HomeImp,102133,0
0,178.1920777,42,40.57402248,0,0,ProfExe,18100,46145,0,DebtCon,72200,11
1,136.5300202,41,33.27229752,2,7,Mgr,18100,23590,10,DebtCon,215548,10
0,247.545271,27,21.46927181,0,0,ProfExe,18100,57864,0,DebtCon,164069,19
0,83.16781079,11,32.28540549,0,0,Other,18100,71814,3,DebtCon,89941,10
0,293.3585868,15,43.6177143,0,0,Other,18100,62783,2,DebtCon,86066,0
0,127.2461963,8,37.52527269,0,0,Other,18100,89454,1,DebtCon,119019,13
0,230.0721311,23,40.29869891,0,0,Office,18100,112832,3,DebtCon,182418,8
0,313.6033866,20,42.1192853,0,0,Mgr,18100,95322,1,HomeImp,119643,2
0,356.9090675,10,40.87438208,0,0,Other,18100,22203,1,DebtCon,138057,8
0,73.74671053,12,31.57101889,0,0,Other,18100,73356,3,DebtCon,86885,10
0,249.4133616,50,43.72793048,0,0,Other,18100,27186,0,HomeImp,77694,
0,111.5322141,16,24.44945281,0,0,Mgr,18100,27239,1,DebtCon,39723,17
0,175.8953545,19,37.94552227,0,0,ProfExe,18100,23928,0,DebtCon,55734,17
0,164.9096132,20,29.01660998,0,0,ProfExe,18100,32554,1,DebtCon,92419,8
0,313.0379453,26,27.19915401,0,0,Self,18100,18611,0,HomeImp,171194,5
0,75.06666667,28,,0,2,Mgr,18200,50250,3,DebtCon,72000,10
0,96.17779327,16,34.70993598,1,0,ProfExe,18200,93702,0,HomeImp,158647,4
0,73.0072773,20,29.80460145,0,0,Mgr,18200,16386,2,HomeImp,170310,23
1,102.4609862,19,38.34534078,0,3,Sales,18200,67809,2,DebtCon,89339,0
0,223.901918,41,35.99822541,0,0,Other,18200,13925,2,DebtCon,94898,22
0,126.0480098,18,36.92663479,0,0,Other,18200,34593,1,DebtCon,56658,15
0,231.5497227,27,20.41593161,0,0,ProfExe,18200,49653,0,DebtCon,159076,20
0,168.9599682,26,36.05643747,0,0,Mgr,18200,94727,2,DebtCon,136877,15
1,122.7177095,39,33.6938313,0,0,Other,18200,55406,0,DebtCon,78682,
0,67,19,,0,0,Other,18200,4447,2,DebtCon,21510,
1,102.5,18,,1,0,Other,18200,139000,7,DebtCon,171350,0.1
0,278.3074217,17,32.72169498,0,0,Office,18200,97146,2,DebtCon,124195,24
0,157.409679,14,27.94667597,2,0,ProfExe,18200,61690,0,HomeImp,89963,15
0,161.3526933,24,23.89655471,0,0,Office,18200,61554,0,DebtCon,94510,2
0,89.59983867,19,41.23052688,0,0,Other,18200,4927,1,DebtCon,30198,
0,232.2971256,27,20.85606753,0,0,ProfExe,18200,53646,0,DebtCon,156048,20
0,202.5343334,17,27.43664604,0,0,Other,18200,120966,0,DebtCon,208782,4
0,69.41077665,22,35.35728725,0,0,Office,18200,62141,0,DebtCon,90434,0
0,95.34376502,16,26.69266663,0,0,Mgr,18200,68743,0,DebtCon,92112,0
1,188.504617,36,78.65438605,3,0,ProfExe,18200,95091,0,DebtCon,113294,15
0,278.4430216,22,38.9396509,0,0,ProfExe,18200,78077,2,DebtCon,105522,0
0,181.9117699,31,33.20940925,0,0,Other,18200,63852,0,DebtCon,93356,1
0,268.1982607,13,24.74818104,0,0,Other,18200,39109,0,HomeImp,62371,25
0,194.0542928,20,37.72576061,0,0,Other,18200,57980,0,DebtCon,79265,16
0,287.9746298,21,28.36288297,0,1,Other,18300,40018,0,DebtCon,65355,16
0,118.5345867,25,39.72048898,0,0,ProfExe,18300,90337,0,HomeImp,103864,3
0,138.1718508,20,38.33231689,0,0,Other,18300,109437,1,DebtCon,114900,1
0,,15,24.59063319,0,0,ProfExe,18300,55584,1,,95236,10
0,192.9772854,16,26.86050033,0,0,Other,18300,121001,0,DebtCon,210685,2
0,183.6144149,19,36.29961798,0,0,ProfExe,18300,26982,1,DebtCon,59552,15
0,324.614647,15,43.90230255,0,0,Other,18300,63351,3,DebtCon,87645,1
0,122.8655758,14,29.3975931,0,0,ProfExe,18300,109192,0,DebtCon,139384,6
0,140.5158506,18,38.89923169,0,0,ProfExe,18300,90099,3,DebtCon,118545,12
0,110.5522774,18,40.00125599,0,0,Other,18300,31427,0,DebtCon,60249,16
0,118.6666667,22,,2,0,Office,18300,35975,1,DebtCon,60500,13
1,171.4666667,64,,1,3,ProfExe,18300,60100,2,DebtCon,82506,10
0,86.68429575,17,25.24404629,0,0,Mgr,18300,73510,0,DebtCon,95132,0
0,109.3371059,16,36.21398749,0,0,ProfExe,18300,93728,0,HomeImp,153093,5
0,85.8431617,17,27.63351648,0,0,Mgr,18300,68096,0,DebtCon,99051,1
0,77.52181884,15,32.00405609,0,0,ProfExe,18300,68517,0,HomeImp,97151,7
0,274.4813985,23,30.26921818,1,0,Other,18300,12169,0,HomeImp,93564,13
0,148.7646605,24,29.9624015,,,ProfExe,18300,89455,,DebtCon,124840,13
0,154.1501136,25,22.85499927,0,0,Office,18300,67550,0,DebtCon,95440,3
0,76.79470126,15,32.74121014,0,0,ProfExe,18400,68655,0,HomeImp,94322,8
0,153.849763,21,21.76282696,0,0,ProfExe,18400,89101,2,DebtCon,118748,7
0,123.098552,26,36.35420324,2,1,Other,18400,65519,2,DebtCon,89276,0
1,376.7236428,31,47.83067113,0,0,Other,18400,88352,3,HomeImp,110216,1
0,280.0488336,16,33.36352866,0,0,Office,18400,94280,2,DebtCon,122172,23
0,237.2759487,23,38.41536702,0,0,ProfExe,18400,63569,0,HomeImp,95729,23
0,80.15575717,23,35.42557919,0,0,Office,18400,61049,0,DebtCon,96397,2
0,294.424118,16,33.48854738,0,0,Office,18400,99902,2,DebtCon,125249,26
1,119.0578171,19,35.36412843,0,0,Other,18400,72718,0,DebtCon,98065,8
1,159.1692347,25,38.07976182,0,0,Other,18400,116228,2,DebtCon,148722,1
0,93.43274991,13,29.11688772,0,0,ProfExe,18400,110580,0,DebtCon,137926,6
0,140.4807035,24,29.96750585,,,ProfExe,18400,94952,,DebtCon,129177,12
0,163.8543934,17,37.07811779,0,0,ProfExe,18400,83548,3,DebtCon,111626,9
0,239.8448526,21,38.6626294,0,0,Office,18400,16756,0,DebtCon,66340,
0,247.6495789,13,24.98029896,0,0,Other,18400,40673,0,HomeImp,60418,27
0,109.9614065,10,27.91184544,0,1,,18400,41730,1,DebtCon,59750,6
0,178.015833,23,39.70798807,0,0,ProfExe,18400,48970,0,DebtCon,69559,20
0,279.3700507,20,38.75029966,0,0,ProfExe,18400,75491,1,DebtCon,101745,0
1,199.000576,25,41.00610329,0,0,Other,18400,43188,6,DebtCon,68876,
0,172.7591234,31,35.18944727,0,0,Other,18400,62300,1,DebtCon,95869,2
0,129.6632166,13,28.90447884,0,0,ProfExe,18500,57174,0,HomeImp,91772,4
0,187.2301325,22,38.18814386,0,0,ProfExe,18500,46555,0,DebtCon,69186,19
0,178.6456365,11,30.93141022,0,1,Other,18500,,0,,94125,
0,152.0406589,21,27.35620808,0,0,ProfExe,18500,26389,1,DebtCon,85552,7
0,272.0341025,22,27.47858304,0,0,Other,18500,14517,0,HomeImp,95150,11
0,120.0902646,30,34.24344096,0,0,ProfExe,18500,102472,0,DebtCon,115719,0
0,326.5673282,5,38.15167101,0,0,Sales,18500,10934,0,DebtCon,66367,1
0,246.9909305,22,39.61154172,0,0,Office,18500,14111,0,DebtCon,71628,
0,160.7322651,25,25.37204765,0,0,Office,18500,65165,0,DebtCon,90805,2
0,282.9006093,21,40.0388411,0,0,ProfExe,18500,81938,1,DebtCon,106187,2
0,199.7237771,15,36.9827292,0,0,Office,18500,23618,0,,37539,1
0,78.94907069,16,31.80824299,0,0,ProfExe,18500,67686,0,HomeImp,95949,9
0,229.3,12,,0,0,Office,18500,42683,0,DebtCon,68000,3
0,237.1,14,,1,2,Other,18500,67290,2,DebtCon,95750,
0,71,24,,0,0,Mgr,18500,71000,7,DebtCon,95000,6
0,175.3870489,42,37.77222165,0,0,ProfExe,18500,49367,1,DebtCon,71485,10
0,287.0022563,16,30.99602763,0,0,Office,18500,99474,3,DebtCon,127470,22
0,241.8973574,14,23.87079226,0,0,Other,18500,38145,0,HomeImp,59415,25
0,135.5729778,25,33.46387238,,,ProfExe,18500,90150,,DebtCon,122767,12
0,104.0404669,26,36.02592528,1,1,Other,18600,72860,2,DebtCon,90347,0
1,186.7128357,14,27.64603658,4,0,Mgr,18600,73473,1,HomeImp,105848,9
0,146.0698108,18,39.83431993,0,0,ProfExe,18600,84874,3,DebtCon,115759,9
0,86.55886014,15,43.50793855,0,0,Other,18600,47199,3,DebtCon,70134,8
1,46.94616405,8,40.8529275,0,0,Other,18600,23850,0,HomeImp,61808,12
0,316.3138584,16,43.75656604,0,0,Other,18600,60709,2,DebtCon,89683,1
0,103.5042953,16,40.95659824,0,0,,18600,58992,0,DebtCon,86816,4
0,173.897513,25,33.36326972,0,0,Mgr,18600,96993,2,DebtCon,134785,14
0,238.7898367,50,42.12712426,0,0,Other,18600,23792,0,HomeImp,79716,
0,264.0171241,21,40.24690114,0,0,Office,18600,14167,0,DebtCon,71194,
0,241.6422316,29,41.05065735,3,,Office,18600,98200,0,DebtCon,123662,0
0,93.66217049,16,34.89273362,0,0,ProfExe,18600,100144,0,HomeImp,153751,4
0,213.4505369,16,40.25003373,0,0,Office,18600,20915,0,,40098,2
0,245.049372,13,25.18098984,0,0,Other,18600,38674,0,HomeImp,63641,23
0,128.3394339,21,36.3773222,0,0,ProfExe,18600,50167,1,DebtCon,96312,5
0,279.8100665,21,29.77480684,0,0,Other,18600,39783,0,DebtCon,59196,17
0,202.2885776,17,27.07376116,0,1,Other,18600,119741,0,DebtCon,212530,4
0,130.2531337,17,33.69118802,0,0,Office,18600,48711,0,HomeImp,69611,2
1,89.18900547,23,53.84821989,0,1,Mgr,18600,64248,0,DebtCon,82690,0
0,229.474919,32,30.73139653,0,0,ProfExe,18600,49385,2,DebtCon,70220,6
0,68,17,,,,Other,18600,57300,1,DebtCon,8000,6
0,225.7275062,20,37.32857399,0,0,Mgr,18600,132785,0,DebtCon,155644,
0,229.2744494,11,35.80007142,0,0,Office,18600,43438,0,DebtCon,69441,1
0,175.7879949,10,32.25091533,0,0,Other,18600,,1,,95085,
0,104.5333333,19,,0,0,ProfExe,18600,,1,DebtCon,20700,6
0,272.882599,20,39.80899322,0,0,ProfExe,18600,80970,2,DebtCon,101244,0
0,73.44153854,21,29.0958828,0,0,Mgr,18600,15243,2,HomeImp,172611,25
1,199.8017542,21,36.99564584,0,0,ProfExe,18600,51936,0,DebtCon,75278,3
0,264.1531247,29,40.80574336,2,,Office,18600,96476,0,DebtCon,119780,0
0,236.9968365,13,23.62120308,0,0,Other,18700,37883,0,HomeImp,64763,25
0,199.1092723,21,33.18223949,0,0,Office,18700,58498,0,DebtCon,90135,30
0,97.14654403,25,33.6906879,2,1,Other,18700,65458,2,DebtCon,84639,0
1,132.8367575,13,27.69164816,4,0,Other,18700,39441,0,DebtCon,71345,11
0,211.2433112,13,33.54985877,0,0,Office,18700,69954,2,DebtCon,104510,10
0,315.2604995,5,39.67583359,0,0,Sales,18700,11886,0,DebtCon,63762,0
0,120.4180419,17,32.97759665,0,0,Office,18700,47903,1,HomeImp,63933,3
0,246.9544197,21,30.11861356,0,0,Mgr,18700,136790,0,DebtCon,178135,12
0,252.2637988,23,39.20903917,,1,Other,18700,99003,,,162566,
0,,14,25.78335659,0,0,ProfExe,18700,63990,0,,94035,9
0,105.4248876,14,30.55275232,0,0,ProfExe,18700,110292,0,DebtCon,132953,7
0,290.8270296,10,35.13903436,1,,Other,18700,50354,1,DebtCon,79011,1
0,112.9760412,26,34.41462163,1,2,Other,18700,68196,1,DebtCon,89641,0
0,145.4859265,20,22.49623552,0,0,ProfExe,18700,93210,2,DebtCon,109980,7
1,112.7103681,35,64.2724769,2,0,Other,18700,70562,4,DebtCon,91223,27
0,157.9459818,14,29.3494858,2,0,ProfExe,18700,66197,0,HomeImp,83151,12
0,160.711282,20,32.78419351,0,0,Office,18700,66891,3,DebtCon,94454,0
1,85.77380757,23,51.5173853,0,1,Mgr,18700,66003,1,DebtCon,82410,0
0,98.45648444,15,41.38874759,0,0,Other,18700,45365,3,DebtCon,71853,7
0,64.45472528,22,35.08734865,0,0,Office,18700,59929,0,DebtCon,89526,0
0,301.9122949,17,24.41521969,0,0,Other,18700,87958,0,DebtCon,114696,20
0,190.9573245,17,40.74823463,0,0,,18700,118208,0,DebtCon,130216,14
0,243.868763,14,23.35928056,0,0,Other,18700,39821,0,HomeImp,60672,26
0,122.1698211,21,39.32231541,0,0,Other,18800,110098,1,DebtCon,120662,0
0,87.1337221,15,33.40589684,0,0,ProfExe,18800,77025,0,HomeImp,103322,8
0,68.16857287,16,32.85379436,0,0,ProfExe,18800,70102,0,HomeImp,99841,10
1,135.9518082,11,47.59052865,0,0,ProfExe,18800,67666,1,HomeImp,167619,14
0,270.8826875,38,25.53212879,0,0,ProfExe,18800,166737,1,DebtCon,199303,9
1,163.5920452,20,40.37537241,1,0,Office,18800,73396,4,DebtCon,137076,18
0,204.4925859,19,37.86835539,0,0,Mgr,18800,96272,1,DebtCon,163250,2
0,307.5247903,20,39.39416893,0,0,Mgr,18800,98582,1,HomeImp,122597,1
0,315.2308975,6,37.98355778,0,0,Sales,18800,7739,0,DebtCon,65181,0
0,112.9032622,25,33.16227148,1,1,Other,18800,66562,2,DebtCon,90325,0
1,110.5666667,33,,1,2,Other,18800,63836,2,DebtCon,87000,8
0,274.1129261,24,40.10502984,,0,Other,18800,102120,,,165302,
0,276.7274249,16,32.29430401,0,0,Office,18800,91731,2,DebtCon,125902,24
0,198.8763955,13,30.32992999,0,0,ProfExe,18800,22782,0,HomeImp,60590,8
0,141.841398,20,21.67927834,0,0,ProfExe,18800,88828,1,DebtCon,116683,6
0,206.2000368,21,36.27285836,0,0,ProfExe,18900,127269,0,HomeImp,203737,14
0,76.571848,9,38.8759867,0,0,Office,18900,,1,DebtCon,49442,2
0,120.4621862,8,34.40037656,0,0,Other,18900,87081,1,DebtCon,115165,13
0,109.9887849,24,38.86401954,0,0,ProfExe,18900,83474,1,HomeImp,104133,4
0,89.34062711,17,39.99018836,0,0,Other,18900,34583,0,DebtCon,59247,15
0,280.1234728,16,25.67302186,0,0,Other,18900,91784,0,DebtCon,117626,21
0,142.466495,19,39.96618165,0,0,ProfExe,18900,87657,2,DebtCon,117577,9
0,,15,29.47261446,0,0,Other,18900,154563,1,DebtCon,198790,7
1,74.09119603,15,42.1982822,5,1,Office,18900,51075,1,DebtCon,78045,2
0,134.2798423,22,40.42119971,2,0,Office,18900,39727,0,DebtCon,68477,11
1,167.4666667,16,,0,2,Office,18900,17800,2,DebtCon,40798,6
0,161.3333333,28,,0,0,Mgr,18900,68315,0,HomeImp,98175,14
0,216.6695154,18,36.9158782,0,0,Mgr,18900,127559,0,DebtCon,154545,
0,251.5493924,19,25.7694999,0,0,ProfExe,18900,55238,0,DebtCon,112776,16
0,201.3023718,17,27.52750202,0,0,Other,18900,123206,0,DebtCon,205608,4
1,,,42.91960497,,,,18900,,,DebtCon,75252,
0,216.0970496,18,38.46049988,0,0,Mgr,18900,100416,1,DebtCon,161147,1
0,189.0084559,23,38.57108327,0,0,ProfExe,18900,44605,0,DebtCon,65489,15
0,222.6522749,13,43.5240978,1,2,Other,18900,69325,2,DebtCon,102438,
1,166.1793992,64,40.43670481,1,3,ProfExe,18900,61429,2,DebtCon,84990,8
0,319.2508159,19,42.72323221,0,0,Mgr,18900,101289,0,HomeImp,127485,0
0,257.5237966,19,27.79232371,0,0,ProfExe,18900,52640,0,DebtCon,113391,16
0,292.7517427,19,30.68168891,0,0,Other,18900,103130,1,DebtCon,120119,7
0,309.005458,15,42.16835848,0,0,Other,18900,64290,3,DebtCon,87837,2
0,233.8485347,30,39.06489297,0,0,Mgr,18900,82537,5,DebtCon,117610,16
0,248.7235332,28,21.92019846,0,0,ProfExe,19000,52157,0,DebtCon,157459,19
0,60.29414318,23,34.8169595,0,0,Office,19000,62356,0,DebtCon,92299,0
0,60.32825275,18,42.35846148,0,0,Other,19000,7524,1,DebtCon,28639,
0,301.4036915,10,38.25309688,1,,Other,19000,43479,1,DebtCon,78631,1
0,276.7633406,38,24.4756899,0,0,ProfExe,19000,172108,0,DebtCon,195892,10
0,140.6893429,20,24.78815021,0,0,Office,19000,130291,0,DebtCon,168187,3
0,256.6483436,38,23.66867849,0,0,ProfExe,19000,167104,0,DebtCon,200184,9
0,296.0801937,27,27.64001806,0,0,Self,19000,22236,0,HomeImp,169461,7
0,93.15954491,16,33.51848053,0,0,ProfExe,19000,75673,0,HomeImp,100335,8
0,91.37193169,13,31.44261162,0,0,ProfExe,19000,107199,0,DebtCon,132723,7
0,175.5,16,,,,Office,19000,57429,,DebtCon,86250,5
0,95.36666667,10,,0,0,Other,19000,47400,1,DebtCon,80000,12
0,,,,,,,19000,43074,,,75700,
0,374.0333333,52,,1,,Office,19000,122000,,DebtCon,158000,2
0,109.6666667,24,,,,ProfExe,19000,145800,1,DebtCon,190300,13
1,30.46666667,8,,0,0,Mgr,19000,42000,3,DebtCon,64000,9
1,349,20,,4,0,ProfExe,19000,64758,0,DebtCon,119780,19
1,215.0333333,24,,1,1,ProfExe,19000,46300,6,DebtCon,72000,5
1,153.1666667,26,,0,3,Other,19000,171106,0,DebtCon,200000,9.8
1,40.56666667,10,,0,0,Office,19000,93050,0,DebtCon,118000,1
0,254.7424804,24,39.61320557,,0,Other,19000,104176,,,165086,
1,237.4333333,27,,0,1,Self,19000,105200,1,HomeImp,130000,5
0,214.0333333,32,,0,0,Office,19000,165988,1,DebtCon,217000,13
1,81.25254742,27,41.86363105,,0,Mgr,19000,100670,0,DebtCon,122581,10
1,159.1052252,31,53.54819585,0,0,Mgr,19000,24658,4,HomeImp,47027,19
1,64.9,21,,1,1,Other,19000,15100,3,HomeImp,23200,3.2
0,216.4390359,23,41.04674812,0,0,Office,19000,105729,4,DebtCon,172555,6
0,90.67644435,14,42.22671648,0,0,Other,19000,42488,3,DebtCon,65636,7
0,100.1818877,15,41.15508261,0,0,Other,19100,51994,3,DebtCon,66467,7
0,100.0326359,17,39.90704163,0,0,Other,19100,31442,1,DebtCon,57151,16
0,211.4003375,24,41.41312385,0,0,Office,19100,105111,4,DebtCon,176829,6
0,285.7252577,22,30.77453617,0,0,Other,19100,46406,0,DebtCon,64413,16
0,207.1551738,21,36.14177784,0,0,ProfExe,19100,129111,0,HomeImp,197592,12
0,264.9150843,19,25.40820478,0,0,ProfExe,19100,48730,0,DebtCon,115967,15
0,203.1410764,21,36.22872963,0,1,Other,19100,58453,1,DebtCon,76731,15
0,201.1354777,13,28.8888762,0,0,ProfExe,19100,22094,0,HomeImp,61820,5
0,113.6945661,26,36.38416382,1,2,Other,19100,73217,2,DebtCon,93033,1
0,166.8165741,19,33.03507598,0,0,Office,19200,68902,4,DebtCon,98737,1
0,198.7025164,21,37.74942653,0,0,Other,19200,54483,0,DebtCon,81690,16
1,92.33333333,13,,1,0,Mgr,19200,62334,4,DebtCon,91300,8
0,169.9797497,19,33.29929576,0,0,Office,19200,73339,4,DebtCon,95426,1
0,260.8349929,23,37.12360431,,1,Other,19200,101641,,,160839,
0,101.498812,25,37.07704153,0,0,ProfExe,19200,83591,1,HomeImp,109772,4
0,128.7145138,20,22.18728999,0,0,ProfExe,19200,96401,1,DebtCon,115545,7
0,121.9429162,24,29.80285908,,,ProfExe,19200,153722,0,DebtCon,199812,13
0,57.59183135,16,42.50243535,,,Other,19200,65206,0,DebtCon,13933,7
0,199.8756458,21,36.02366277,0,0,Other,19200,62215,1,DebtCon,76573,18
0,130.8666667,15,,0,0,Other,19200,32417,0,HomeImp,97000,6
0,80.60236311,23,37.50810314,0,0,Office,19200,57728,0,DebtCon,96552,0
0,355.7984125,10,41.14774922,0,0,Other,19200,24430,1,DebtCon,128837,9
0,170.5812991,20,35.60054495,0,0,ProfExe,19200,31307,1,DebtCon,60202,18
1,98.43333333,14,,0,0,Office,19300,109000,13,DebtCon,135000,3
0,255.788289,31,35.514488,0,0,Mgr,19300,83141,5,DebtCon,112096,15
0,238.6686971,31,38.29827816,0,0,Mgr,19300,84425,4,DebtCon,119351,15
0,78.27662528,27,36.02690437,0,2,Mgr,19300,50554,3,DebtCon,76140,9
0,114.1426962,7,36.99134349,,,Other,19300,53710,0,DebtCon,78082,5
0,110.3276351,23,30.53661059,,,ProfExe,19300,148542,0,DebtCon,195791,12
0,113.4535612,25,33.49881538,1,2,Other,19300,73668,2,DebtCon,89061,0
0,178.4596372,20,37.13471233,0,0,ProfExe,19300,31950,1,DebtCon,53814,17
1,167.6579808,16,35.08607055,0,1,Office,19300,27747,1,DebtCon,43740,7
0,169.2487527,27,34.87635872,0,0,Mgr,19300,76807,0,HomeImp,103026,13
0,301.753574,20,43.29094169,1,0,Mgr,19300,99714,1,HomeImp,126965,0
1,,,,,,Self,19300,152000,,HomeImp,182000,1
0,140.0516383,14,31.54569415,0,0,Other,19300,39926,0,HomeImp,101208,4
0,145.0202453,14,31.87421747,0,0,Other,19300,33970,0,HomeImp,102792,6
0,313.9245154,20,43.08554305,1,0,Mgr,19300,98769,0,HomeImp,121140,0
0,110.6488068,23,29.97557603,,,ProfExe,19300,146465,1,DebtCon,192854,13
0,163.2821181,20,20.20603258,0,0,ProfExe,19300,91004,1,DebtCon,116827,6
0,89.525932,9,7.148413213,0,0,Other,19300,51580,0,DebtCon,83518,13
1,1168.233561,0,40.20613826,0,0,Other,19300,96454,0,DebtCon,157809,3
0,193.7070998,13,30.68610563,0,0,Office,19300,72752,1,DebtCon,106084,11
0,129.1782772,14,31.92215492,0,0,Other,19400,39928,0,HomeImp,106271,6
0,,,40.02396798,,,,19400,45036,,,78900,
0,64.40760462,16,40.57016916,,,Other,19400,63508,1,DebtCon,12414,5
0,264.6979824,37,25.63079874,0,0,ProfExe,19400,167450,1,DebtCon,200902,9
0,222.8321181,11,36.2633362,0,0,Office,19400,51360,0,DebtCon,76100,1
0,127.5305161,15,31.36762719,0,0,Other,19400,39334,0,HomeImp,103578,6
0,206.9666667,22,,0,0,Other,19400,53000,1,DebtCon,82800,18
0,204.1054149,23,43.33840721,0,0,Office,19400,109812,3,DebtCon,172705,5
0,217.4067053,23,42.22040715,0,0,Office,19400,110745,4,DebtCon,173474,6
1,,0,34.48084978,0,0,Other,19400,86219,0,HomeImp,126904,0
